name,label
安徽李恩三慈善基金会,258
安徽省中小学幼儿教师奖励基金会,259
安徽省体育事业发展基金会,260
安徽省儿童少年基金会,261
安徽省青年创业就业基金会,262
安徽道德建设基金会,263
安徽金牛公益基金会,264
安徽韩再芬黄梅艺术基金会,265
安徽黄山公益基金会,266
宝钢教育基金会,267
山东省中国海洋大学教育基金会,268
山东省体育基金会,269
山东省儿童少年福利基金会,270
山东省友芳公益基金会,271
山东省彩虹援助基金会,272
山东省普觉公益基金会,273
山东省老龄事业发展基金会,274
山东省青年创业就业基金会,275
山东英才学院教育发展基金会,276
山西省创业就业基金会,277
山西省妇女儿童发展基金会,278
巨人慈善基金会,279
常州宝林慈善基金会,280
常州工程职业技术学院教育发展基金会,281
常熟理工学院教育发展基金会,282
广东省一心公益基金会,283
广东省东风日产阳光关爱基金会,284
广东省中山大学教育发展基金会,285
广东省丹姿慈善基金会,286
广东省人口基金会,287
广东省何享健慈善基金会,288
广东省依依关爱儿童基金会,289
广东省保利地产和谐文化基金会,290
广东省利海绿色基金会,291
广东省千禾社区公益基金会,292
广东省华南农业大学教育发展基金会,293
广东省华南理工大学教育发展基金会,294
广东省华商慈善基金会,295
广东省华美教育慈善基金会,296
广东省卓越慈善基金会,297
广东省南方阅读公益基金会,298
广东省合生珠江教育发展基金会,299
广东省同心圆慈善基金会,300
广东省唯品会慈善基金会,301
广东省妇女儿童基金会,302
广东省尚东公益基金会,303
广东省山海源慈善基金会,304
广东省崇善乐慈善基金会,305
广东省广东外语外贸大学教育发展基金会,306
广东省广州中医药大学教育发展基金会,307
广东省广铝公益基金会,308
广东省广雅教育发展基金会,309
广东省志愿者事业发展基金会,310
广东省惠民慈善基金会,311
广东省慧灵智障人士扶助基金会,312
广东省执信教育发展基金会,313
广东省扶贫基金会,314
广东省教育基金会,315
广东省方圆公益基金会,316
广东省明德幸福文化教育基金会,317
广东省春桃慈善基金会,318
广东省消防救助基金会,319
广东省潮商公益基金会,320
广东省烛光教育发展基金会,321
广东省环境保护基金会,322
广东省环球公益基金会,323
广东省绿景慈善基金会,324
广东省茂华慈善基金会,325
广东省谢汉才慈善基金会,326
广东省豪爵慈善基金会,327
广东省财新公益基金会,328
广东省鸿发慈善基金会,329
广东省麦田教育基金会,330
广州农商银行太阳公益基金会,331
广州市南山自然科学学术交流基金会,332
广州市振兴粤剧基金会,333
广州市禁毒基金会,334
广州市羊城志愿服务基金会,335
广州市职工济难基金会,336
广州市青少年发展基金会,337
广西吕贻标爱心基金会,338
广西国海扶贫助学基金会,339
广西壮族自治区扶贫基金会,340
广西壹方慈善基金会,341
广西妇女儿童发展基金会,342
广西李宁基金会,343
广西桂嘉汇青少年儿童救助基金会,344
广西民族大学教育基金会,345
广西荣和爱心基金会,346
延安教科文发展基金会,347
建德市老龄事业发展基金会,348
张家港市七里庙村利民基金会,349
张家港市农联爱心基金会,350
德阳市关心下一代基金会,351
思利及人公益基金会,352
惠州市协和医疗救助基金会,353
慈济慈善事业基金会,354
成都市老龄事业发展基金会,355
扬州市翔宇妇女儿童基金会,356
招商局慈善基金会,357
攀枝花市关心下一代基金会,358
新疆妇女儿童发展基金会,359
新疆生产建设兵团青年创业增收基金会,360
新疆维吾尔自治区新勇教育基金会,361
无锡灵山慈善基金会,362
昆山市党员关爱暨帮扶困难群众基金会,363
晋江市安海中心小学种胜教育基金会,364
晋江市陈埭民族中学教育基金会,365
李四光地质科学奖基金会,366
杭州市余杭区老年基金会,367
杭州市公羊会公益基金会,368
杭州市关爱孤儿基金会,369
杭州市老龄事业发展基金会,370
杭州市送温暖工程基金会,371
林则徐基金会,372
桃源居公益事业发展基金会,373
桐庐县老龄事业发展基金会,374
梅州市希望教育基金会,375
榆林学院教育发展基金会,376
武汉善之源公益基金会,377
武汉大学姚梅镇法学基金会,378
武汉大学马克昌法学基金会,379
武汉市石门峰慈善基金会,380
武汉市社会组织发展基金会,381
武汉理工大学教育发展基金会,382
武汉科技大学教育发展基金会,383
比亚迪慈善基金会,384
永恒慈善基金会,385
江汉大学教育发展基金会,386
江苏七彩凤凰母语发展基金会,387
江苏中大公益基金会,388
江苏元林慈善基金会,389
江苏华夏慈善基金会,390
江苏国信企业发展研究基金会,391
江苏宏大青少年人才发展基金会,392
江苏宏德文化出版基金会,393
江苏昌明教育基金会,394
江苏沙钢公益基金会,395
江苏海澜教育发展基金会,396
江苏省儿童少年福利基金会,397
江苏省关心下一代基金会,398
江苏省扬州中学教育发展基金会,399
江苏省扶贫基金会,400
江苏省美德基金会,401
江苏省青少年发展基金会,402
江苏言恭达文化基金会,403
江苏长江平民教育基金会,404
江苏陶欣伯助学基金会,405
江西师范大学教育发展基金会,406
江西省体育发展基金会,407
江西省革命老区爱心基金会,408
沈阳市职工爱心慈善基金会,409
河仁慈善基金会,410
河北省佛教慈善基金会,411
河北省妇女儿童发展基金会,412
河北省红十字基金会,413
河北省青年就业创业基金会,414
河北石家庄二中教育发展基金会,415
河南大学教育发展基金会,416
河南省儿童希望救助基金会,417
河南省光彩事业基金会,418
河南省华夏历史文明传承创新基金会,419
河南省宋庆龄基金会,420
河南省福兴儿童公益基金会,421
河南足球事业发展基金会,422
泉州向善救助基金会,423
泛海公益基金会,424
泸州市关心下一代基金会,425
洪泽县爱心助学基金会,426
济南大学教育发展基金会,427
浙江中国计量学院教育基金会,428
浙江千手慈善基金会,429
浙江千训爱心慈善基金会,430
浙江大学宁波理工学院教育发展基金会,431
浙江大学教育基金会,432
浙江天景生公益基金会,433
浙江敦和慈善基金会,434
浙江正泰公益基金会,435
浙江永强慈善基金会,436
浙江泰隆慈善基金会,437
浙江湖畔大学创业研究基金会,438
浙江省人民教育基金会,439
浙江省体育基金会,440
浙江省北京师范大学南湖附属学校教育基金会,441
浙江省发展侨务事业基金会,442
浙江省娃哈哈慈善基金会,443
浙江省寅幸慈善基金会,444
浙江省扶贫基金会,445
浙江省李书福资助教育基金会,446
浙江省杭州宋都公益基金会,447
浙江省网易慈善基金会,448
浙江省老年事业发展基金会,449
浙江省阳光教育基金会,450
浙江省革命老区发展基金会,451
浙江西子慈善基金会,452
浙江青田之家公益基金会,453
浙江馥莉慈善基金会,454
浙江马云公益基金会,455
海仓慈善基金会,456
海南成美慈善基金会,457
海南改革发展研究基金会,458
海南省李惠智教育基金会,459
海南省残疾人基金会,460
海门文明村爱心基金会,461
淮阴工学院教育发展基金会,462
深圳壹基金公益基金会,463
深圳市TCL公益基金会,464
深圳市博时慈善基金会,465
深圳市同心慈善基金会,466
深圳市志愿服务基金会,467
深圳市朱树豪纪念慈善基金会,468
深圳市欣旺达慈善基金会,469
深圳市石门坎教育公益基金会,470
深圳市精锐教育基金会,471
深圳市红树林湿地保护基金会,472
深圳市综研软科学发展基金会,473
深圳市绿色低碳发展基金会,474
深圳市绿色基金会,475
深圳市老龄事业发展基金会,476
深圳市荣超公益基金会,477
深圳市警察基金会,478
深圳市郑卫宁慈善基金会,479
深圳市雅昌艺术基金会,480
深圳市青少年发展基金会,481
清华大学教育基金会,482
温州大学教育发展基金会,483
温州市实验中学教育发展基金会,484
温州市永乐科技奖励医疗救助基金会,485
湖北大学教育发展基金会,486
湖北工业大学教育发展基金会,487
湖北省体育基金会,488
湖北省妇女儿童发展基金会,489
湖北省宜昌一中教育发展基金会,490
湖北省青年创业就业基金会,491
湖南弘慧教育发展基金会,492
湖南省中南林业科技大学教育基金会,493
湖南省妇女儿童发展基金会,494
湖南省宁乡一中教育基金会,495
湖南省扶贫基金会,496
湖南省文化艺术基金会,497
湖南省湖湘文化基金会,498
湖南省老龄事业发展基金会,499
湖南省长沙理工大学教育基金会,500
湖南省长郡未来基金会,501
湖南省青少年发展基金会,502
湖南践行国学公益基金会,503
湖南青年创业就业基金会,504
湖南飞翔公益基金会,505
爱佑慈善基金会,506
爱德基金会,507
王振滔慈善基金会,508
甘肃兴华青少年助学基金会,509
甘肃妇女儿童发展基金会,510
甘肃省兰州市城关区文化产业发展基金会,511
盐城市扶贫基金会,512
石家庄市志愿服务基金会,513
石河子大学教育基金会,514
神华公益基金会,515
福州大学教育发展基金会,516
福州市人口福利基金会,517
福建农林大学教育发展基金会,518
福建海西青年创业基金会,519
福建省人口福利基金会,520
福建省侨联事业发展基金会,521
福建省发展体育事业基金会,522
福建省同心慈善基金会,523
福建省妇女儿童发展基金会,524
福建省安发高益槐科技教育发展基金会,525
福建省扶贫基金会,526
福建省正荣公益基金会,527
福建省泉州第五中学教育基金会,528
福建省潘振东教育基金会,529
福建省石竹慈善基金会,530
福建省黄仲咸教育基金会,531
福建省龙岩扶贫基金会,532
福建集美大学教育发展基金会,533
科左后旗扶贫助学基金会,534
绍兴市柯桥区中厦慈善基金会,535
绵阳市关心下一代基金会,536
老牛基金会,537
腾讯公益慈善基金会,538
芜湖市爱心助学基金会,539
苏州公安大病特困救助基金会,540
苏州和合文化基金会,541
苏州明德公益基金会,542
西安科技大学教育基金会,543
西昌市关心下一代基金会,544
贵州文化薪火乡村发展基金会,545
贵州省同心光彩事业基金会,546
贵州省妇女儿童发展基金会,547
贵州省春晖行动发展基金会,548
贵州省贵阳市生态文明基金会,549
贵州省青年创业就业基金会,550
资阳市关心下一代基金会,551
辽宁爱之光防盲基金会,552
辽宁省妇女儿童基金会,553
辽宁省辽宁大学教育基金会,554
辽宁省青年创业基金会,555
连云港正大天晴爱心基金会,556
遂宁市关心下一代基金会,557
郑州市嵩山文明研究基金会,558
重庆光彩事业基金会,559
重庆大学教育发展基金会,560
重庆孤残儿童援助基金会,561
重庆宣传文化发展基金会,562
重庆市妇女儿童基金会,563
重庆市武隆县扶贫基金会,564
重庆市法律援助基金会,565
重庆市青年志愿服务基金会,566
重庆浙商爱心基金会,567
重庆西南大学教育基金会,568
长安大学教育基金会,569
长春工程学院教育基金会,570
长江大学教育发展基金会,571
长沙市体育发展基金会,572
长沙市志愿服务基金会,573
闽都中小银行教育发展基金会,574
阿拉善生态基金会,575
阿里巴巴公益基金会,576
陕西妇女儿童发展基金会,577
陕西省红十字基金会,578
陕西省老龄事业发展基金会,579
陕西省西安市老龄事业发展基金会,580
陕西省青年创业就业基金会,581
陕西纯山教育基金会,582
雅安市关心下一代基金会,583
青岛农业大学教育发展基金会,584
青岛大学教育发展基金会,585
青岛市天泰公益基金会,586
青岛市残疾儿童医疗康复基金会,587
青海妇女儿童发展基金会,588
青海省玉树州困难职工帮扶基金会,589
青海省雪域仁济慈善基金会,590
顶新公益基金会,591
顺丰公益基金会,592
首都师范大学教育基金会,593
香江社会救助基金会,594
鲁迅文化基金会,595
黄奕聪慈善基金会,596
黑龙江大学教育发展基金会,597
黑龙江省东北林业大学教育发展基金会,598
黑龙江省体育发展基金会,599
黑龙江省华侨经济文化基金会,600
黑龙江省哈尔滨妇女儿童基金会,601
黑龙江省妇女儿童基金会,602
黑龙江省青年创业就业基金会,603
