index,foundation,project,field,location
8269,海南改革发展研究基金会,研究课题（4）,科学研究,海南省
8270,海南改革发展研究基金会,学术活动项目（2）,科学研究,海南省
8271,海南改革发展研究基金会,中国改革信息库专项基金,科学研究,海南省
8272,海南改革发展研究基金会,研究课题（14）,科学研究,海南省
8273,北京金融街慈善基金会,北京市群众体育专项基金,体育,山西省
8274,中国残疾人福利基金会,用于资助厦门残疾人福利基金会,医疗救助,福建省厦门市
8275,广东省妇女儿童基金会,资助广东省岭南教育慈善基金会,创业，教育,广东省
8276,中国宋庆龄基金会,关爱云南省少数民族聚集县学生的视力问题,医疗救助,云南省
8277,杭州市关爱孤儿基金会,用于资助残疾人,扶贫助困,浙江省杭州市
8278,中国儿童少年基金会,资助项目,教育,全国
8279,江苏长江平民教育基金会,村自来水改造,公共服务,江苏省
8280,浙江大学教育基金会,浙江大学继续教育学院经典总裁爱心会教育”基金,教育,贵州省
8281,浙江大学教育基金会,贵州大学交流生,教育,贵州省
8282,广东省鸿发慈善基金会,校长基金,教育,广东省
8283,江苏长江平民教育基金会,金陵大报恩寺塔项目,文化,安徽省
8284,昆山市党员关爱暨帮扶困难群众基金会,用于开发区困难人员扶贫救助款,扶贫助困,江苏省苏州市昆山市
8285,江苏中大公益基金会,“江苏中大公益基金会-江苏经贸职业技术学院”学生成长基金,教育,江苏省
8286,招商局慈善基金会,江苏科技大学教育发展基金会,教育,
8287,中国光华科技基金会,温州医科大学学生出国交流项目,教育,浙江省温州市
8288,中国残疾人福利基金会,用于吉林省残疾人福利基金会项目,医疗救助,吉林省
8289,江苏长江平民教育基金会,希望之光奖学金,教育,
8290,闽都中小银行教育发展基金会,捐赠,公益行业发展,福建省
8291,连云港正大天晴爱心基金会,奖学金,教育,
8292,广东省扶贫基金会,资助广东省国强公益基金会,公益行业发展，教育,
8293,中国残疾人福利基金会,资助6名5.12地震致残孩子,医疗救助,
8294,广东省华美教育慈善基金会,建设广州市乡村儿童活动中心,教育,广东省，广东省广州市
8295,中国宋庆龄基金会,贫困助学—宁夏银川大学教育发展基金会,教育,宁夏回族自治区
8296,中国教育发展基金会,资助德阳市教育基金会,扶贫助困,四川省德阳市
8297,中国教育发展基金会,安岳县资助金,教育,四川省资阳市安岳县
8298,中国发展研究基金会,雅安3所地震受损学校维修加固,安全救灾,
8299,浙江敦和慈善基金会,中国基金会资产管理倡导项目,公益行业发展,全国
8300,浙江敦和慈善基金会,第四届中国公益慈善项目交流展示会,公益行业发展,全国
8301,浙江敦和慈善基金会,中国公益筹款人联盟,公益行业发展,全国
8302,浙江敦和慈善基金会,中国资助者圆桌论坛,公益行业发展,全国
8303,浙江敦和慈善基金会,慈善立法民间支持计划,公益行业发展,江苏省
8304,浙江敦和慈善基金会,慈善法草案意见讨论会,公益行业发展,上海市
8305,浙江敦和慈善基金会,新常态下公益事业发展论坛,公益行业发展,上海市
8306,浙江敦和慈善基金会,2015两岸三地公益论坛,公益行业发展,江苏省
8307,浙江敦和慈善基金会,基金会中心网五周年大会,公益行业发展,北京市
8308,浙江敦和慈善基金会,《中国第三部门研究》和《中国社会组织评估发展报告》出版,公益行业发展,全国
8309,浙江敦和慈善基金会,联劝·活水计划,公益行业发展,全国
8310,浙江敦和慈善基金会,和平台,公益行业发展,全国
8311,浙江敦和慈善基金会,桥畔计划,扶贫助困，教育,全国
8312,浙江敦和慈善基金会,2015教育公益组织年会,公益行业发展，教育,全国
8313,浙江敦和慈善基金会,中国民间公益慈善妇女峰会,公益行业发展,全国
8314,浙江敦和慈善基金会,乡村女性发展专项基金中国打工妹生存状况发展调研,公益行业发展,全国
8315,浙江敦和慈善基金会,社会性别视角中的灾害管理研讨会,安全救灾,四川省
8316,浙江敦和慈善基金会,中国社会组织灾害应对机制和国际化路径：尼泊尔地震的经验与启示,安全救灾,全国
8317,浙江敦和慈善基金会,安平公共传播公益基金尼泊尔地震报道,安全救灾,尼泊尔
8318,浙江敦和慈善基金会,养老行业调研及团队培养项目,公共服务,全国
8319,浙江敦和慈善基金会,乡村学校艺术人文教育现状调研,教育,全国
8320,浙江敦和慈善基金会,爱有戏义仓全国学习网络建设,公共服务,全国
8321,浙江敦和慈善基金会,公益讲坛全国高校巡讲,公益行业发展,全国
8322,浙江敦和慈善基金会,CRO-NGO互助沙龙,公益行业发展,全国
8323,浙江敦和慈善基金会,双城记-广深基金会公益思享汇项目,公益行业发展,广东省
8324,浙江敦和慈善基金会,敦和公益优才计划,公益行业发展,全国
8325,浙江敦和慈善基金会,亚太基金会原始基金及深圳国际公益学院建设,公益行业发展,深圳市
8326,浙江敦和慈善基金会,敦和种子基金计划,公益行业发展,全国
8327,浙江敦和慈善基金会,《公益慈善周刊》发展支持,公益行业发展,北京市
8328,浙江敦和慈善基金会,2015秋季咨询季项目,公益行业发展,北京市
8329,浙江敦和慈善基金会,勐腊小云助贫中心机构发展支持,公益行业发展,云南省
8330,浙江敦和慈善基金会,NGOCN机构发展支持,公益行业发展,广东省
8331,浙江敦和慈善基金会,“说出你的故事”公益基金机构发展支持,公益行业发展,北京市
8332,浙江敦和慈善基金会,明日中国基金机构发展支持,公益行业发展,北京市
8333,浙江敦和慈善基金会,爱心衣橱基金机构发展支持,公共服务,全国
8334,浙江敦和慈善基金会,缅甸果敢公益组织发展支持,公益行业发展,缅甸
8335,浙江敦和慈善基金会,童伴计划,公共服务,四川省
8336,浙江敦和慈善基金会,教育高峰论坛暨真爱梦想2014年报发布会,教育,上海市
8337,浙江敦和慈善基金会,社会投资平台敦和社会创新资助奖,公益行业发展,全国
8338,浙江敦和慈善基金会,社会投资平台敦和社会影响力投资运作,公益投资,全国
8339,浙江敦和慈善基金会,食品安全数据库扩容与应用,公共服务,浙江省
8340,浙江敦和慈善基金会,基金会战略规划,公益行业发展,浙江省
8341,浙江敦和慈善基金会,民生项目-希望厨房及爱心橱柜,扶贫助困,全国
8342,浙江敦和慈善基金会,民生项目-新长城助学、爱心厨房及溪桥工程,扶贫助困,全国
8343,浙江敦和慈善基金会,中国经济50人论坛福利经济诺贝尔奖经济学家学术交流会及论坛年会,科学研究,北京市
8344,浙江敦和慈善基金会,阿拉善SEE公益机构年度会费,环境,北京市
8345,浙江敦和慈善基金会,阳光助飞教师资助项目,医疗救助,重庆市
8346,浙江敦和慈善基金会,杭州上城教育发展支持,教育,浙江省
8347,浙江敦和慈善基金会,杭二中教学发展支持,教育,浙江省
8348,浙江敦和慈善基金会,浙大公众历史传播基金浙江大学校友口述史,文化,浙江省
8349,浙江敦和慈善基金会,社会服务联席沙龙,公益行业发展,全国
8350,浙江敦和慈善基金会,公共智慧与社会发展阳光论坛,公益行业发展,北京市
8351,浙江敦和慈善基金会,第五届生命物理学论坛,科学研究,北京市
8352,浙江敦和慈善基金会,首届儿童传统文化教育研讨会,教育,江苏省
8353,浙江敦和慈善基金会,北京大学跨语际生命传播思想峰会,科学研究,北京市
8354,浙江敦和慈善基金会,长城讲坛,教育，科学研究,北京市
8355,浙江敦和慈善基金会,南怀瑾先生逝世三周年纪念会,文化,陕西省
8356,浙江敦和慈善基金会,一缕阳光乡村教师培训,教育,北京市
8357,浙江敦和慈善基金会,全国中学生历史记录大赛,文化,全国
8358,浙江敦和慈善基金会,文化遗产友好使者论坛,文化,甘肃省
8359,浙江敦和慈善基金会,生命教育课程研发,教育,北京市
8360,浙江敦和慈善基金会,《文化纵横》杂志,文化,北京市
8361,浙江敦和慈善基金会,百岁梦参老和尚书籍出版,文化,福建省
8362,浙江敦和慈善基金会,生命物理与生命科学的人文探究项目,科学研究,广东省
8363,浙江敦和慈善基金会,郝光明古道家医学研究,科学研究,北京市
8364,浙江敦和慈善基金会,李守力著作出版,文化,甘肃省
8365,浙江敦和慈善基金会,陈瑞祥中医基础及定量化研究,科学研究,北京市
8366,浙江敦和慈善基金会,黄拓命脉系统生成与进化研究,科学研究,北京市
8367,浙江敦和慈善基金会,曲阜乐和家园,公共服务,山东省
8368,浙江敦和慈善基金会,福慧灯大学生特训营,教育,江苏省
8369,浙江敦和慈善基金会,高校国学社团援建及校外国学院建设,文化,陕西省
8370,浙江敦和慈善基金会,《秋准来了》拍摄,教育,北京市
8371,浙江敦和慈善基金会,南京和平祁福会,文化,江苏省
8372,浙江敦和慈善基金会,永真公益生态体系建设,公益行业发展,北京市
8373,浙江敦和慈善基金会,孤独症儿童家庭冥想坊,心理健康,海南省
8374,浙江敦和慈善基金会,真容基金会机构发展支持,公共服务,北京市
8375,浙江敦和慈善基金会,博雅基金会机构发展支持,公益行业发展,广东省深圳市
8376,浙江敦和慈善基金会,第六届春晖论坛,公益行业发展,江苏省
8377,浙江敦和慈善基金会,《治理、问责与非政府组织发展》出版,公益行业发展,北京市
8378,浙江敦和慈善基金会,慈善组织市场化转型实践案例研究,公益行业发展,广东省
8379,浙江敦和慈善基金会,社区居家养老协力联合网络项目,公共服务,北京市
8380,浙江敦和慈善基金会,优酷影像中国,公益行业发展,全国
8381,浙江敦和慈善基金会,乡村校园志愿者基金梭梭计划,志愿服务,新疆维吾尔自治区
8382,浙江敦和慈善基金会,资助型业务发展支持,公益行业发展,北京市
8383,浙江敦和慈善基金会,七悦中心机构发展支持,公益行业发展,北京市
8384,浙江敦和慈善基金会,农禾之家机构发展支持,公益行业发展,北京市
8385,浙江敦和慈善基金会,资助型业务发展支持,公益行业发展,北京市
8386,浙江敦和慈善基金会,倍能中心机构发展支持,公益行业发展,北京市
8387,浙江敦和慈善基金会,一众基金机构发展支持,公益行业发展,上海市
8388,浙江敦和慈善基金会,“家·春秋”大学生口述历史影像记录计划,文化,全国
8389,浙江敦和慈善基金会,“微笑梅里-罕见的行走”和“爱力康复营”项目,医疗救助,北京市
8390,浙江敦和慈善基金会,海豚热线,心理健康,浙江省
8391,浙江敦和慈善基金会,长平经济研究所机构发展支持,公益行业发展,北京市
8392,浙江敦和慈善基金会,儿童早期养育及山村幼儿园发展,公共服务,全国
8393,浙江敦和慈善基金会,“菁华助成、美丽乡村”-湖北巴东儿童助养与社区发展行动研究,教育,湖北省
8394,浙江敦和慈善基金会,纪录片《吴敬琏》拍摄,文化,北京市
8395,浙江敦和慈善基金会,罕见病中心机构发展支持,公益行业发展,上海市
8396,浙江敦和慈善基金会,媒体行业发展支持,公益行业发展,全国
8397,浙江敦和慈善基金会,刚金职业学院教育支持,教育,四川省
8398,浙江敦和慈善基金会,三生万物——感恩与回馈伙伴分享交流暨三周年会,公益行业发展,浙江省
8399,浙江敦和慈善基金会,“爱流转”医疗救助项目,医疗救助,全国
8400,北京市搜候中国城市文化基金会,北京乐平公益基金会,公益行业发展,北京市
8401,福建海西青年创业基金会,台湾101青年创业扶持,创业,福建省
8402,福建农林大学教育发展基金会,奖学奖教助学助教,教育,福建省
8403,福建省安发高益槐科技教育发展基金会,助学,教育,上海市
8404,杭州市送温暖工程基金会,杭州市老龄事业发展基金会,,浙江省杭州市
8405,河南省光彩事业基金会,8.03鲁甸抗震救灾,公共服务,河南省
8406,福建省黄仲咸教育基金会,奖教助学,教育,福建省
8407,福建省黄仲咸教育基金会,捐赠南桥医院,公共服务,福建省
8408,福建省黄仲咸教育基金会,捐赠厦门中山医院爱心助先心,医疗救助,福建省
8409,福建省龙岩扶贫基金会,扶贫支出,扶贫助困,福建省
8410,福建省龙岩扶贫基金会,助学金支出,教育,福建省
8411,福建省石竹慈善基金会,教学楼,教育,福建省，甘肃省
8412,福建省同心慈善基金会,EMP班,公益行业发展,福建省厦门市
8413,福建省同心慈善基金会,八闽公益行,公共服务,福建省
8414,福建省正荣公益基金会,扶贫助学,公共服务，教育，医疗救助,天津市，福建省
8415,晋江市陈埭民族中学教育基金会,奖教奖学,教育,福建省
8416,林则徐基金会,1、纪念林则徐诞辰230周年系列活动2、遗址修缮等,文化,福建省
8417,北京达理公益基金会,北京春晖博爱儿童救助公益基金会,卫生保健,全国
8418,北京达理公益基金会,北京市海淀区融爱融乐心智障碍者家庭支持中心,体育,北京市海淀区
8419,北京达理公益基金会,北京市大兴区蒲公英中学,教育,北京市大兴区
8420,北京达理公益基金会,深圳国际公益学院,公益行业发展,广东省深圳市
8421,厦门观音寺慈善基金会,慈善捐赠,扶贫助困，文化，医疗救助,福建省
8422,北京工业大学教育基金会,蒋璜基金,教育,北京市
8423,北京工业大学教育基金会,新疆贫困生补助,扶贫助困,新疆维吾尔自治区
8424,北京工业大学教育基金会,裕兴电脑项目,教育,北京市
8425,北京工业大学教育基金会,MSP430设计大赛项目,艺术,北京市
8426,北京工业大学教育基金会,体育捐赠项目,体育,北京市
8427,北京工业大学教育基金会,海拉奖学金项目,教育,北京市
8428,北京工业大学教育基金会,佳士焊接奖学金项目,教育,北京市，广东省深圳市
8429,北京工业大学教育基金会,志愿者基金项目,志愿服务,北京市
8430,北京工业大学教育基金会,三星奖学金项目,教育,北京市
8431,北京工业大学教育基金会,贫困生助学项目,教育,北京市
8432,北京工业大学教育基金会,研究生膜技术论坛项目,扶贫助困,北京市
8433,北京工业大学教育基金会,新长城助学金项目,教育,北京市
8434,北京工业大学教育基金会,大学生制冷空调科技大赛项目,科学研究,北京市
8435,北京工业大学教育基金会,第十八届全国大学生羽毛球锦标赛项目,体育,北京市
8436,北京工业大学教育基金会,毕业校友返校活动项目,教育,北京市
8437,北京工业大学教育基金会,桑德教育奖学金项目,教育,北京市
8438,北京工业大学教育基金会,环境保护基金项目,教育,北京市
8439,北京工业大学教育基金会,研究生支教团梦圆项目,教育,北京市
8440,北京工业大学教育基金会,全国大学生智能汽车竞赛预选赛项目,体育,北京市
8441,北京光华慈善基金会,光华公益创业培训项目,创业,北京市
8442,北京光华慈善基金会,光华中学项目,教育,陕西省
8443,北京光华慈善基金会,定向捐赠助学项目,教育,四川省达州市宣汉县，陕西省延安市延长县
8444,北京光华慈善基金会,灯塔行动,教育,北京市
8445,北京光华慈善基金会,网络创业教育项目,创业,北京市
8446,北京光华慈善基金会,光华青年创业创新公益行动项目,创业,北京市
8447,北京光华慈善基金会,教育扶持项目,教育,北京市
8448,厦门中山医院基金会,爱心助先心,医疗救助,全国
8449,厦门中山医院基金会,乳腺癌,医疗救助,福建省
8450,厦门中山医院基金会,脑瘫赞助,医疗救助,
8451,厦门中山医院基金会,大病重病,医疗救助,
8452,北京华彬文化基金会,物质文化遗产保护项目-“华典新章-历代名窑瓷器展”,文化,北京市
8453,北京华彬文化基金会,京剧弘扬项目-“裘韵流芳·戎耀百年”裘盛戎先生诞辰100周年演出活动,文化,北京市
8454,北京华彬文化基金会,非物质文化遗产传承项目-“纪念中国人民抗日战争暨世界反法西斯战争胜利,艺术,北京市
8455,北京华彬文化基金会,中国京剧历史剧目研究与人物再现文化项目,艺术,北京市
8456,北京华彬文化基金会,青年艺术家创作作品展,艺术,北京市
8457,北京华彬文化基金会,东方京剧与西方歌剧交流演出,文化，艺术,北京市
8458,北京华彬文化基金会,非物质文化遗产传承－－扇面、扇骨及紫砂壶展览,文化,北京市
8459,北京华彬文化基金会,非物质文化遗产-姜昆“说”相声,艺术,北京市
8460,北京华彬文化基金会,青少年体育教育-瑜伽身心健康活动与道家传统文化交流活动,文化,北京市
8461,北京华彬文化基金会,非物质文化京剧弘扬传承项目,艺术,北京市
8462,北京华彬文化基金会,非物质文化-江南评弹与丝绸作品展,文化，艺术,北京市
8463,北京华彬文化基金会,非物质文化遗产京剧扶持项目,艺术,北京市
8464,北京华亚艺术基金会,古代铜镜收藏展,文化,河北省沧州市
8465,北京华亚艺术基金会,郭庶英、何满宗、张剑书法精品展,艺术,北京市
8466,北京华亚艺术基金会,贫困聋儿救助行动,扶贫助困,北京市
8467,北京华亚艺术基金会,《皮肤之下》项目,艺术,北京市
8468,北京节能与电力技术开发基金会,基于固态变压器的家庭交直流混合供电,科学研究,北京市
8469,北京节能与电力技术开发基金会,新常态下我国火电机组能耗现状与深度节能发展战略研究,科学研究,北京市
8470,北京节能与电力技术开发基金会,奖学金,教育,北京市
8471,北京节能与电力技术开发基金会,优秀论文作者奖,教育,北京市
8472,北京康盟慈善基金会,雅美罗项目,扶贫助困,北京市
8473,北京康盟慈善基金会,恩情家园项目,卫生保健,北京市
8474,北京康盟慈善基金会,派罗欣乙肝项目,扶贫助困，医疗救助,北京市
8475,北京康盟慈善基金会,派罗欣丙肝项目,扶贫助困,北京市
8476,北京康盟慈善基金会,恩助自如项目,扶贫助困,北京市
8477,北京康盟慈善基金会,力比泰项目,扶贫助困,北京市
8478,北京康盟慈善基金会,复泰奥项目,扶贫助困,北京市
8479,北京康盟慈善基金会,华美新生项目,扶贫助困,北京市
8480,北京康盟慈善基金会,百泌达项目,扶贫助困,北京市
8481,北京康盟慈善基金会,血友病患者援助项目,扶贫助困,北京市
8482,北京康盟慈善基金会,中国初级卫生保健基金会、西安杨森制药有限公司等非限定性收入,扶贫助困,北京市
8483,北京凌盛爱心公益基金会,北京联合大学凌盛奖学金,教育,北京市
8484,北京凌盛爱心公益基金会,北京市平谷区红十字会“凌盛•博爱助学金”,教育,北京市
8485,北京民生文化艺术基金会,捐助北京民生现代美术馆,艺术,北京市
8486,北京民生文化艺术基金会,捐助杭州民生文化艺术中心,艺术,浙江省杭州市
8487,北京民生文化艺术基金会,走进校园-方力钧文献展,艺术,北京市
8488,北京民生文化艺术基金会,抢救家书文集,扶贫助困,北京市
8489,老牛基金会,内蒙古盛乐国际生态示范区植被修复与保护子项目（延续）,环境,内蒙古自治区呼和浩特市和林格尔县
8490,老牛基金会,2015中国绿公司年会”碳中和“项目,环境,内蒙古自治区
8491,老牛基金会,中国湿地保护项目（延续）,环境,全国
8492,老牛基金会,老牛生物多样性保护,环境,西藏自治区
8493,老牛基金会,推动”动物保护立法，修法“项目,动物保护,北京市
8494,老牛基金会,中国儿童中心老牛儿童探索馆,教育,北京市
8495,老牛基金会,呼和浩特市儿童探索博物馆（延续）,教育,内蒙古自治区呼和浩特市
8496,老牛基金会,支持中国文化产业协会（延续）,文化,北美洲
8497,老牛基金会,非洲治理项目（延期拨付）,教育,非洲
8498,老牛基金会,太极文化培训交流和推广（延续）,教育,北京市
8499,老牛基金会,老牛儿童博物馆国际交流项目,教育,北京市
8500,老牛基金会,支持夏威夷儿童探索中心场馆建设项目,教育,美国
8501,老牛基金会,老牛生命学堂项目（第二期）,教育,北京市
8502,老牛基金会,北京中科青云实验学校设施改善项目,教育,北京市
8503,老牛基金会,中法文化艺术研究中心--艺术8奖项’项目,文化,法国
8504,老牛基金会,资助民族文化艺术与发展项目,文化,内蒙古自治区
8505,老牛基金会,中外慈善交流项目（延续）,公益行业发展,美国
8506,老牛基金会,支持公益研究院日常运营（延续）,公益行业发展,北京市
8507,老牛基金会,老牛慈善文化传播”灯塔“计划,公益行业发展,北京市
8508,老牛基金会,发起成立”深圳国际公益学院‘,教育,广东省
8509,老牛基金会,资助北京老牛兄妹公益基金会公益业务发展和机构发展,公益行业发展,全国
8510,老牛基金会,现代公益生态系统建设项目,公益行业发展,全国
8511,老牛基金会,基金会资产管理圆桌论坛项目,公益行业发展,全国
8512,北京瑞普华老年救助基金会,失独母亲帮扶计划,文化,北京市
8513,老牛基金会,内蒙古社会组织服务中心项目（延续）,公益行业发展,内蒙古自治区
8514,北京瑞普华老年救助基金会,城市养老机构医疗巡诊,医疗救助,北京市丰台区
8515,北京瑞普华老年救助基金会,抗战老兵义养项目,公共服务,全国
8516,北京瑞普华老年救助基金会,失能老人照料,公共服务,全国
8517,老牛基金会,老牛贫困母亲救助项目,扶贫助困,新疆维吾尔自治区
8518,老牛基金会,老牛桥（No.022No.41）项目,扶贫助困,内蒙古自治区
8519,老牛基金会,云南鲁甸灾后重建项目,教育,云南省
8520,老牛基金会,老牛桥（No.065No.069）项目,扶贫助困,内蒙古自治区
8521,老牛基金会,老牛桥（NO.044NO.058）项目,扶贫助困,广西壮族自治区，四川省
8522,老牛基金会,老牛桥（NO.064）,扶贫助困,云南省
8523,老牛基金会,老牛阳光助行（延续）,医疗救助,内蒙古自治区
8524,老牛基金会,援助尼泊尔及西藏受灾地区灾后重建,安全救灾,西藏自治区
8525,北京尚善公益基金会,尚善助学金,教育,
8526,北京尚善公益基金会,倾听一小时,公共服务,全国
8527,老牛基金会,呼和浩特孤残儿童教育抚育项目（延续）,教育,内蒙古自治区
8528,北京尚善公益基金会,高校图书馆公益书架,教育,北京市
8529,老牛基金会,少数民族地区癌症防治老牛专项基金（延续）,卫生保健,全国
8530,北京尚善公益基金会,奔跑吧抑郁,公益行业发展,北京市，上海市，福建省厦门市
8531,北京尚善公益基金会,知识传播公益漂书,公共服务,北京市
8532,北京尚善公益基金会,益心计划,志愿服务,全国
8533,北京尚善公益基金会,关爱失独暖心行动,公共服务,全国
8534,老牛基金会,盛乐镇卫生院资助项目,医疗救助,内蒙古自治区
8535,北京尚善公益基金会,暖心艺术交流中心,公共服务,北京市通州区
8536,北京世纪慈善基金会,助困项目,扶贫助困,四川省阿坝藏族羌族自治州汶川县
8537,北京世纪慈善基金会,千里草百户小学项目,教育,全国
8538,北京世纪慈善基金会,玉树贫困大学生助学项目,扶贫助困,青海省玉树藏族自治州玉树县
8539,北京世纪慈善基金会,梦想零距离助学项目,教育,全国
8540,北京世纪慈善基金会,海安培训学生补贴项目,扶贫助困,江苏省南通市海安县
8541,北京世纪慈善基金会,音乐剧演出项目,艺术,全国
8542,北京世纪慈善基金会,囊谦餐桌椅捐赠项目,教育,北京市
8543,北京世纪慈善基金会,美声醒宇种子奖学金项目,教育,全国
8544,北京世纪慈善基金会,美声杯歌唱比赛项目,艺术,全国
8545,北京世纪慈善基金会,多杰演出项目,艺术,全国
8546,北京世纪慈善基金会,补助款,公共服务,北京市
8547,北京世纪慈善基金会,美声杯助学项目,教育,全国
8548,北京世纪慈善基金会,风马儿童剧补助项目,艺术,全国
8549,北京世纪慈善基金会,瓦卡森林学校项目,扶贫助困,北京市
8550,北京世纪慈善基金会,玉树吉曲乡中心学校资助小狮王套装,扶贫助困,青海省玉树藏族自治州囊谦县
8551,北京世纪慈善基金会,贫困大学生项目,教育,北京市
8552,北京世纪慈善基金会,玉树州困难老人粮食补助,公共服务,青海省玉树藏族自治州
8553,北京世纪慈善基金会,宁夏红寺堡美声杯助学,教育,宁夏回族自治区
8554,北京世纪慈善基金会,建活动板房项目,教育,青海省玉树藏族自治州杂多县
8555,北京世纪慈善基金会,学校过冬取暖煤炭费项目,教育,青海省玉树藏族自治州玉树县
8556,北京世纪慈善基金会,流浪者关爱行动,公共服务,上海市
8557,北京世纪慈善基金会,助困项目,医疗救助,全国
8558,北京世纪慈善基金会,2015春季助学和点滴是生命助学项目,教育,陕西省安康市紫阳县
8559,北京世纪慈善基金会,资助学校贫困生项目,教育,陕西省安康市紫阳县
8560,北京世纪慈善基金会,贫困学生助学项目,教育,上海市
8561,北京世纪慈善基金会,弘梅二小素质教育款,教育,全国
8562,北京世纪慈善基金会,金汇学校奖学金项目,教育,北京市
8563,北京世纪慈善基金会,乳腺癌关爱项目,扶贫助困,北京市
8564,北京世纪慈善基金会,扬州大学医学院强怀娣奖助学金项目,教育,江苏省扬州市
8565,北京世纪慈善基金会,健康公益项目,卫生保健,北京市
8566,北京世纪慈善基金会,青海助学项目,教育,青海省玉树藏族自治州玉树县
8567,北京世纪慈善基金会,助困项目,扶贫助困,北京市
8568,北京世纪慈善基金会,玉树州贫困学生冬装、冬鞋项目,扶贫助困,青海省玉树藏族自治州玉树县
8569,北京世纪慈善基金会,营养餐项目,扶贫助困,青海省玉树藏族自治州囊谦县
8570,北京世纪慈善基金会,乳腺癌关爱项目,扶贫助困,北京市
8571,北京世纪慈善基金会,新疆阿克苏贫困助学项目,教育,新疆维吾尔自治区阿克苏地区阿克苏市
8572,北京世纪慈善基金会,扶贫济困,扶贫助困,北京市
8573,北京世纪慈善基金会,冬装项目,扶贫助困,青海省玉树藏族自治州杂多县
8574,北京世纪慈善基金会,新加坡南洋理工大学学生支教德阳南洋小学项目,公共服务,四川省德阳市
8575,北京世纪慈善基金会,资助贫困学生项目,教育,安徽省六安市金寨县
8576,北京万通公益基金会,资源回收箱项目,环境,北京市
8577,北京万通公益基金会,生态社区综合管理项目,公益行业发展,北京市
8578,北京万通公益基金会,社会组织交流平台项目,环境,北京市，上海市
8579,北京万通公益基金会,史家社区垃圾减量项目,环境,北京市东城区
8580,北京万通公益基金会,主旋绿生态社区项目,环境,北京市
8581,北京万通公益基金会,社区儿童环境教育项目,环境,北京市
8582,北京万通公益基金会,项目在线管理系统项目,公益行业发展,北京市
8583,北京万通公益基金会,垃圾分类回收系统项目,环境,北京市，上海市
8584,北京万通公益基金会,生态社区小额资金支持项目,环境,北京市
8585,北京万通公益基金会,未来论坛项目,公益行业发展,北京市
8586,北京万通公益基金会,嘉好田园社区项目（二期）,环境,四川省成都市
8587,北京万通公益基金会,嘉好田园社区项目（三期）,环境,四川省成都市
8588,北京万通公益基金会,上海梅陇社区项目,环境,上海市
8589,北京万通公益基金会,上海梅陇、闸北社区项目,环境,上海市
8590,北京万通公益基金会,绿动亦城名苑社区项目,环境,北京市
8591,北京万通公益基金会,水井坊美丽家园项目,环境,四川省成都市
8592,北京万通公益基金会,肖家河绿色家园项目,环境,四川省成都市
8593,北京市企业家环保基金会,荒漠化防治项目,环境,内蒙古自治区阿拉善盟
8594,北京市企业家环保基金会,三江源保护项目,环境,全国
8595,北京市企业家环保基金会,湿地保护项目,环境,全国
8596,北京市企业家环保基金会,工业污染防治项目,环境,重庆市
8597,北京市企业家环保基金会,大气污染防治项目,环境,全国
8598,北京市企业家环保基金会,环保人才培养项目,环境,全国
8599,北京市企业家环保基金会,SEE生态奖,环境,北京市
8600,北京市银杏公益基金会,银杏伙伴成长计划项目，共实施47个项目,创业,全国
8601,北京市银杏公益基金会,敦和优才资助项目的，共实施设17个项目,扶贫助困,北京市
8602,北京市中国人民大学教育基金会,立邦优秀贫困学生奖励基金,教育,北京市
8603,北京市中国人民大学教育基金会,生态金融研究,科学研究,北京市
8604,北京市中国人民大学教育基金会,”京东杯“创业之星大赛,创业,北京市
8605,北京市中国人民大学教育基金会,重阳投资教育基金,科学研究,全国
8606,北京市中国人民大学教育基金会,新奥国际教席,科学研究,全国
8607,北京市中国人民大学教育基金会,心平基金,教育,全国
8608,北京市中国人民大学教育基金会,汉青国际教育创新基金,科学研究,全国
8609,北京市中国人民大学教育基金会,京东奖助学金,教育,全国
8610,北京市中国人民大学教育基金会,国际佛学研究基金,科学研究,全国
8611,北京市中国人民大学教育基金会,经纬校长奖学金,教育，科学研究,全国
8612,北京市中国人民大学教育基金会,训勉鹏程校友互助基金,教育,全国
8613,北京京安公益基金会,失去独生子女家庭或失去父母家庭特殊困难救助,扶贫助困,北京市
8614,北京京安公益基金会,罹患重大疾病补助,医疗救助,
8615,北京京安公益基金会,唱响文明交通,安全救灾,云南省昆明市
8616,安利公益基金会,春苗营养计划,教育,全国
8617,安利公益基金会,中国公益慈善人才培养计划,公益行业发展,全国
8618,安利公益基金会,社区儿童营养中心,扶贫助困,全国
8619,安利公益基金会,校餐信任网络项目,扶贫助困,全国
8620,安利公益基金会,为5加油计划,扶贫助困，公共服务,全国
8621,安利公益基金会,非公募基金会发展论坛,公益行业发展,北京市
8622,安利公益基金会,平安之家,扶贫助困,北京市
8623,北京文化发展基金会,当代艺术推广专项基金,艺术,全国
8624,北京文化发展基金会,周昌新专项基金,艺术,北京市
8625,北京文化发展基金会,艺术授权展,艺术,北京市
8626,北京文化发展基金会,中间艺术区专项基金,艺术,北京市
8627,北京文化发展基金会,国际艺术品专项基金,艺术,北京市
8628,北京文化发展基金会,贾起家专项基金,艺术,北京市
8629,北京文化发展基金会,沈培艺专项基金,艺术,北京市
8630,北京文化发展基金会,石经文化保护基金会,文化,北京市房山区
