index,foundation,project,field,location
8631,北京文化发展基金会,小学生书法扶持计划,扶贫助困，教育,北京市丰台区
8632,北京文化发展基金会,青年电影扶持专项基金,艺术,北京市
8633,北京文化发展基金会,今日艺术专项基金,艺术,北京市
8634,北京文化发展基金会,张喜忠油画展,艺术,北京市
8635,北京文化发展基金会,隋牟画展,艺术,北京市
8636,北京文化发展基金会,艺术大讲堂,艺术,北京市
8637,北京协和医学基金会,诺和诺德资助血友病医师短期国际交流专项基金,卫生保健,全国
8638,北京协和医学基金会,睿意（睿E）急诊医学研究专项基金,科学研究,全国
8639,北京协和医学基金会,LAM\TSC罕见病专项基金,科学研究,全国
8640,北京协和医学基金会,颞骨及相关外科技术专项基金,科学研究,全国
8641,北京协和医学基金会,院友专项基金,科学研究,北京市
8642,北京协和医学基金会,贫困儿童救助专项基金,扶贫助困,北京市
8643,北京协和医学基金会,乳腺癌粉红花园专项基金,医疗救助,北京市
8644,北京协和医学基金会,早产儿救助专项基金,扶贫助困,北京市
8645,北京协和医学基金会,贫困救助,扶贫助困,北京市
8646,北京协和医学基金会,疑难重症慈善助医,扶贫助困,北京市
8647,长春工程学院教育基金会,奖学金,教育,吉林省
8648,浙江大学教育基金会,奖学金资助项目,教育,浙江省
8649,浙江大学教育基金会,助学金资助项目,教育,浙江省
8650,浙江大学教育基金会,国际交流资助项目,教育,浙江省
8651,浙江大学教育基金会,教育及学科发展资助项目,教育,浙江省
8652,浙江大学教育基金会,基础建设,教育,浙江省
8653,浙江大学教育基金会,奖教金资助项目,教育,浙江省
8654,浙江大学教育基金会,社会公益资助项目,教育,浙江省
8655,浙江大学教育基金会,其它资助项目,教育,浙江省
8656,比亚迪慈善基金会,深圳市深中科学思维研究院“比亚迪奖教基金”项目,教育,深圳市
8657,比亚迪慈善基金会,无为县无城镇王嘴村、潘头村养老金发放,扶贫助困,安徽省
8658,比亚迪慈善基金会,宁波象山县慈善总会养老院屋顶分布式光伏发电示范项目,扶贫助困,浙江省
8659,比亚迪慈善基金会,西安户县贫困村（北板村）及贫困户的帮扶,扶贫助困，公共服务,陕西省
8660,比亚迪慈善基金会,惠州市石坝镇浦贝村扶贫项目,扶贫助困，社区发展,广东省
8661,比亚迪慈善基金会,资助贫困高中生（共45名学生）,教育,全国
8662,比亚迪慈善基金会,张振刚家庭的贫困救济,扶贫助困,广东省
8663,比亚迪慈善基金会,方敏贫困救济,医疗救助,陕西省
8664,比亚迪慈善基金会,扶贫济困李典武家庭,扶贫助困,湖南省
8665,比亚迪慈善基金会,中南大学“比亚迪奖学金”项目,教育,湖南省
8666,比亚迪慈善基金会,番禺义工帮扶助学项目,公益行业发展,广东省
8667,比亚迪慈善基金会,爱心动力贵州山区上燕小学小草项目,教育,贵州省
8668,比亚迪慈善基金会,刘华医疗救助项目,医疗救助,广东省
8669,比亚迪慈善基金会,高红伟医疗救助项目,医疗救助,广东省
8670,比亚迪慈善基金会,梁柱医疗救助项目,医疗救助,湖南省
8671,比亚迪慈善基金会,谭小冬急性淋巴白血病医疗救助项目,医疗救助,广东省
8672,北京新阳光慈善基金会,神华爱心行动,扶贫助困,全国
8673,北京新阳光慈善基金会,鲁若晴纪念基金,医疗救助,全国
8674,北京新阳光慈善基金会,个案救助,医疗救助,全国
8675,北京新阳光慈善基金会,同梦基金患者救助,医疗救助,全国
8676,北京新阳光慈善基金会,V爱专项基金患者救助,医疗救助,全国
8677,北京新阳光慈善基金会,病房学校项目,教育，艺术,全国
8678,北京新阳光慈善基金会,慢性粒细胞白血病患者服务项目,医疗救助,全国
8679,北京新阳光慈善基金会,新阳光骨髓库,医疗救助,全国
8680,河仁慈善基金会,福建富闽基金会--人才培训项目,教育，科学研究,
8681,河仁慈善基金会,西北农林科技大学教育发展基金会--曹德旺助学金,教育,
8682,河仁慈善基金会,无锡灵山慈善基金会--《慈善蓝皮书》撰写和出版,公益行业发展,全国
8683,北京新阳光慈善基金会,新阳光医生助手,心理健康,北京市
8684,河仁慈善基金会,宁夏慈善总会--宁夏固原市贫困生资助,教育,宁夏回族自治区
8685,河仁慈善基金会,重庆市生产力发展中心--重庆市智力帮扶计划,社区发展,重庆市
8686,北京新阳光慈善基金会,儿童舒缓治疗基金患者支持,医疗救助,全国
8687,河仁慈善基金会,环保项目---与保尔森基金会合作开展国家公园体制建设及湿地保护项目,环境,全国
8688,河仁慈善基金会,中华社会救助基金会--河仁-聆天使计划,医疗救助,全国
8689,北京新阳光慈善基金会,湖南项目,医疗救助,湖南省长沙市
8690,河仁慈善基金会,南方国际人才研究院--国际慈善法与慈善环境比较研究,法律实施,全国
8691,河仁慈善基金会,福清市慈善总会--福清市千年古刹灵石寺文物修缮,文化,福建省
8692,北京新阳光慈善基金会,长期住院儿童社会融入示范项目,医疗救助,全国
8693,河仁慈善基金会,重庆市万盛慈善会--福耀实验学校校园文化建设及教学设施设备添置,教育,重庆市
8694,河仁慈善基金会,新疆维吾尔自治区资助教育基金会--健康饮水爱心工程,教育,新疆维吾尔自治区
8695,北京新阳光慈善基金会,患者热线,医疗救助,全国
8696,河仁慈善基金会,福建省慈善总会--慈善幸福院建设、农村扶贫、奖助学金等项目,扶贫助困，教育,福建省
8697,北京新阳光慈善基金会,爱在基金,扶贫助困,西藏自治区
8698,北京新阳光慈善基金会,康明斯项目,扶贫助困,江苏省无锡市
8699,北京新阳光慈善基金会,青少年白血病救助,医疗救助,全国
8700,河仁慈善基金会,洮南市慈善会--建设洮南市第一中学宿舍楼,教育,吉林省
8701,河仁慈善基金会,福清市慈善总会--福清高山千年古刹崇恩寺文物保护项目,文化,福建省
8702,北京新阳光慈善基金会,温暖1001个孩子的心,医疗救助,全国
8703,河仁慈善基金会,贵州省青少年发展基金会--2015希望工程“河仁助学•圆梦行动”,教育,贵州省
8704,河仁慈善基金会,宁夏青少年发展基金会--宁夏希望工程•爱心课桌助学计划,教育,宁夏回族自治区
8705,北京新阳光慈善基金会,多中心协作组,医疗救助,北京市
8706,河仁慈善基金会,尼泊尔驻华大使馆--尼泊尔地震灾后重建,安全救灾,亚洲
8707,北京新阳光慈善基金会,儿童噬血细胞综合征研究基金,科学研究,全国
8708,河仁慈善基金会,北京康盟慈善基金会-生命绿洲贫困患者救助-白血病患儿缪俊彪专项救助金,医疗救助,江西省
8709,河仁慈善基金会,中国发展研究基金会--第四届反贫困儿童发展国际研讨会,公益行业发展,全国
8710,河仁慈善基金会,福州市慈善总会--《敢为天下先》之《严复》(一、二集)微电影拍摄项目,文化,全国
8711,北京新阳光慈善基金会,儿童白血病研究基金,科学研究,全国
8712,北京新阳光慈善基金会,香柏树儿童肿瘤营养支持专项基金,卫生保健,全国
8713,河仁慈善基金会,福建省东南科技产业开发研究院--百侨百企科教扶贫助学,教育,福建省
8714,北京新阳光慈善基金会,潘德巴乡村社区培训项目,卫生保健,西藏自治区
8715,河仁慈善基金会,福州市慈善总会--闽侯县第一批文物保护单位南宋抗金名将金履将军庙修缮,文化,福建省
8716,北京新阳光慈善基金会,阳光燃料卡,扶贫助困,全国
8717,河仁慈善基金会,中国社区发展协会--WEcare社区贫困家庭失能失智老人介护服务示范项目,卫生保健,全国
8718,河仁慈善基金会,中国光彩事业基金会--红安“光彩行”计划,卫生保健,湖北省
8719,北京新阳光慈善基金会,99公益日,公共服务,全国
8720,北京新阳光慈善基金会,口罩天使救助,医疗救助,全国
8721,北京新阳光慈善基金会,新阳光白血病患者群体医务社工工作服务,医疗救助,全国
8722,河仁慈善基金会,中国儿童少年基金会—春蕾计划成才行动项目,教育,重庆市
8723,河仁慈善基金会,福建省消防事业发展基金会—福建省消防义警(志愿者)培训,志愿服务,福建省
8724,北京新阳光慈善基金会,上海项目,医疗救助,上海市
8725,北京新阳光慈善基金会,同志亲友分享会,社区发展,全国
8726,北京新阳光慈善基金会,蓝唇新生计划,扶贫助困,全国
8727,北京新阳光慈善基金会,隐形翅膀助力蓝唇,扶贫助困,全国
8728,北京新阳光慈善基金会,乳腺癌项目,公共服务,全国
8729,北京新阳光慈善基金会,广东项目,医疗救助,广东省
8730,浙江省网易慈善基金会,云南鲁甸地震捐款,安全救灾,云南省
8731,浙江省网易慈善基金会,中国绿化基金会捐款,公益行业发展,北京市
8732,浙江省网易慈善基金会,赣南儿童大病救助公益保障项目捐款,医疗救助,江西省
8733,浙江省革命老区发展基金会,开化县、乐清市、平阳县革命老区促进会项目基金和浙江省微笑明天慈善基金会,医疗救助,四川省，浙江省
8734,河仁慈善基金会,福建师范大学附属福清德旺中学奖教助学基金会—德旺中学奖教金、奖学金、助困金,教育,福建省
8735,河仁慈善基金会,南方国际人才研究院--研究和编写《中国企业国际化2015》蓝皮书、举办第二届中国企,公益行业发展,全国
8736,河仁慈善基金会,福清市慈善总会—贫困家庭患者钟昱多发性骨折住院治疗费,医疗救助,福建省
8737,河仁慈善基金会,日喀则市民政局—4.25地震西藏自治区灾后重建,安全救灾,西藏自治区
8738,河仁慈善基金会,国务院侨务办公室—侨爱工程--点亮藏区牧民新生活,扶贫助困,西藏自治区
8739,中国法律援助基金会,中央彩票公益金法律援助项目,法律实施,全国
8740,中国法律援助基金会,“1+1”法律援助项目,法律实施,全国
8741,中国法律援助基金会,医药卫生行业法律援助项目,法律实施,全国
8742,中国法律援助基金会,军人军属及复员转业军人法律援助项目,法律实施,全国
8743,中国扶贫基金会,小额信贷项目,扶贫助困,全国
8744,中国扶贫基金会,母婴平安120项目,卫生保健,全国
8745,中国扶贫基金会,新长城助学项目,教育,四川省，西藏自治区
8746,中国扶贫基金会,爱心包裹项目,教育,全国
8747,中国扶贫基金会,NGO发展项目,公益行业发展,全国
8748,中国扶贫基金会,国际项目,国际事务,非洲，东南亚
8749,中国扶贫基金会,紧急救援项目,安全救灾,全国，亚洲，四川省雅安市芦山县
8750,中国扶贫基金会,爱加餐项目,扶贫助困,全国
8751,中国扶贫基金会,溪桥工程项目,扶贫助困,全国
8752,中国扶贫基金会,筑巢行动,教育,全国
8753,中国扶贫基金会,中小扶贫项目,扶贫助困,全国
8754,中国扶贫基金会,汶川抗震救灾项目,安全救灾,四川省阿坝藏族羌族自治州汶川县
8755,中国扶贫基金会,玉树地震救援项目,安全救灾,青海省玉树藏族自治州
8756,中国扶贫基金会,美丽乡村项目,扶贫助困,贵州省，陕西省，四川省，河北省
